request_idx,bandit_reward_mean,bandit_reward_std,oracle_reward
103,0.8644010360702284,3.3306690738754696e-16,0.9855220749998367
104,0.8693264856361018,3.3306690738754696e-16,0.9856976799018039
105,0.874058780317039,3.3306690738754696e-16,0.9858663983370273
106,0.8672329457948021,1.1102230246251565e-16,0.9860285003630263
107,0.872047340077359,3.3306690738754696e-16,0.9861842454468291
108,0.8766729345841292,3.3306690738754696e-16,0.9863338828802869
109,0.8426857606788692,5.204170427930421e-18,0.9864776521790992
110,0.8484627896718548,3.3306690738754696e-16,0.9866157834661934
111,0.8540132685082528,3.3306690738754696e-16,0.9867484978400682
112,0.8479735324883213,1.1102230246251565e-16,0.986876007728693
113,0.8535431978809361,3.3306690738754696e-16,0.9869985172295286
114,0.8588944450228603,3.3306690738754696e-16,0.9871162224362138
115,0.8526632903160815,1.1102230246251565e-16,0.9872293117524407
116,0.8545196318723135,7.771561172376096e-16,0.9873379661935214
117,0.859832587485164,3.3306690738754696e-16,0.9874423596761285
118,0.8649371918975105,3.3306690738754696e-16,0.9875426592966725
119,0.869841615744667,3.3306690738754696e-16,0.9876390255987638
120,0.8631811602252684,1.1102230246251565e-16,0.9877316128301848
121,0.8681544480595716,3.3306690738754696e-16,0.9878205691897854
122,0.872932704998412,3.3306690738754696e-16,0.9879060370646958
123,0.8775235793121998,3.3306690738754696e-16,0.9879881532582372
124,0.8819344193391724,3.3306690738754696e-16,0.9880670492088945
125,0.8861722852474402,3.3306690738754696e-16,0.9881428512007027
126,0.8902439603357759,3.3306690738754696e-16,0.988215680565381
127,0.8941559618912357,3.3306690738754696e-16,0.9882856538765425
128,0.8979145516209912,3.3306690738754696e-16,0.988352883136286
129,0.90152574567507,3.3306690738754696e-16,0.9884174759544709
130,0.9049953242760477,3.3306690738754696e-16,0.9884795357209623
131,0.9083288409711047,3.3306690738754696e-16,0.9885391617711207
132,0.9115316315212575,3.3306690738754696e-16,0.9885964495448022
133,0.9146088224419925,3.3306690738754696e-16,0.9886514907391237
134,0.9175653392089732,3.3306690738754696e-16,0.9887043734552365
135,0.9204059141419547,3.3306690738754696e-16,0.9887551823393449
136,0.9231350939795252,3.3306690738754696e-16,0.9888039987181941
137,0.9257572471567987,3.3306690738754696e-16,0.9888509007292454
138,0.9282765707977086,3.3306690738754696e-16,0.9888959634457456
139,0.9306970974330927,3.3306690738754696e-16,0.9889392589968928
140,0.9330227014553244,3.3306690738754696e-16,0.9889808566832893
141,0.9352571053198215,3.3306690738754696e-16,0.9890208230878662
142,0.937403885503358,3.3306690738754696e-16,0.9890592221824597
143,0.9394664782287165,3.3306690738754696e-16,0.9890961154302064
144,0.9414481849648454,3.3306690738754696e-16,0.9891315618839238
145,0.9433521777113221,3.3306690738754696e-16,0.9891656182806328
146,0.945181504075584,3.3306690738754696e-16,0.9891983391323727
147,0.9469390921510513,3.3306690738754696e-16,0.9892297768134561
148,0.9486277552039513,3.3306690738754696e-16,0.9892599816443011
149,0.9502501961763453,3.3306690738754696e-16,0.9892890019719756
150,0.9518090120125671,3.3306690738754696e-16,0.9893168842475843
151,0.9478165017375645,7.771561172376096e-16,0.9893436731006203
152,0.9494707565713856,3.3306690738754696e-16,0.9893694114103999
153,0.9510601386666254,3.3306690738754696e-16,0.989394140374698
154,0.952587192052248,3.3306690738754696e-16,0.9894178995756903
155,0.9540543609913755,3.3306690738754696e-16,0.9894407270433103
156,0.9554639938936745,3.3306690738754696e-16,0.9894626593161218
157,0.9568183470743148,3.3306690738754696e-16,0.9894837314998033
158,0.9581195883655181,3.3306690738754696e-16,0.9895039773233404
159,0.9593698005864782,3.3306690738754696e-16,0.9895234291930134
160,0.9605709848772046,3.3306690738754696e-16,0.9895421182442679
161,0.961725063901628,3.3306690738754696e-16,0.9895600743915515
162,0.9628338849250937,3.3306690738754696e-16,0.9895773263761966
163,0.9638992227711685,3.3306690738754696e-16,0.9895939018124241
164,0.9535502336428874,1.1102230246251565e-16,0.9896098272315448
165,0.9549796362451272,3.3306690738754696e-16,0.9896251281244254
166,0.9563529838433575,3.3306690738754696e-16,0.9896398289822911
